1.169 ; 0.947 ; 1.167 ; 0.946 ; 1.166 ; 0.907 ; 1.177 ; 0.857
0.947 ; 1.167 ; 0.930 ; 1.166 ; 0.930 ; 1.170 ; 0.827 ; 0.873
1.167 ; 0.930 ; 1.166 ; 0.930 ; 1.167 ; 0.948 ; 0.867 ; 0.000
0.946 ; 1.166 ; 0.930 ; 1.166 ; 0.939 ; 0.819 ; 0.873 ; 0.000
1.166 ; 0.930 ; 1.167 ; 0.939 ; 1.172 ; 0.863 ; 0.000 ; 0.000
0.907 ; 1.170 ; 0.948 ; 0.819 ; 0.863 ; 0.000 ; 0.000 ; 0.000
1.177 ; 0.827 ; 0.867 ; 0.873 ; 0.000 ; 0.000 ; 0.000 ; 0.000
0.857 ; 0.873 ; 0.000 ; 0.000 ; 0.000 ; 0.000 ; 0.000 ; 0.000
