# Framatome reconstruction of axially-integrated 2D power distribution during
# Tihange-1 first start-up, in hot zero power state.
# Only the south-southeast eighth is represented. The first value
# therefore corresponds to the central assembly.
# D bank of control rods is inserted.
# Source :
#   CEA-N-2092, "Qualification du systeme Neptune - Interpretation
#   d'experiences critiques - Calculs de coeur de reacteur de puissance",
#   H. Panek, Ph.D. Thesis, Université Paris-Sud Centre d'Orsay, 1979.
#   https://inis.iaea.org/collection/NCLCollectionStore/_Public/11/511/11511367.pdf
#   Page 207 of that PDF or page 199 as written at the top of the page
# Author : V. Salino (IRSN), 02/2021
1.167
1.130,1.067
1.101,0.959,0.547
1.129,1.090,1.038,1.232
1.142,1.146,1.229,1.326,1.172
0.936,1.061,1.129,1.169,0.914
0.441,0.852,1.045,0.782
0.569,0.508
